dataset,model,encoder_profile,population,K,reference,alternative,control_family,rank_origin,intervention,catalog_size,aggregation,eligible_queries,highest_relevance_pairs,C0_Recall,mean_over_seven_schedules_Recall,VI,Always,Never,Always_ci_low,Always_ci_high,Never_ci_low,Never_ci_high,VI_ci_low,VI_ci_high,invariance_basis
wands,gte_modernbert,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.12211840931499131,0.12211840931499131,0.0,0.12211840931499131,0.8778815906850087,0.10288202783746962,0.14605230603136207,0.8539476939686379,0.8971179721625304,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
wands,gte_modernbert,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,query_macro,308,21299,0.6263273537985391,0.6263273537985391,0.0,0.6263273537985391,0.3736726462014609,0.5880091536191422,0.6642960734514485,0.3357039265485515,0.4119908463808578,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
wands,gte_modernbert,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,pair_micro,308,21299,0.37842152213718955,0.37842152213718955,0.0,0.37842152213718955,0.6215784778628104,0.3260585206862843,0.43928621613816615,0.5607137838618339,0.6739414793137157,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.6749654726915801,0.6749654726915801,0.0,0.6749654726915801,0.32503452730841986,0.6453063930287694,0.7037249775568534,0.29627502244314663,0.35469360697123065,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.6269733874605322,0.6269733874605322,0.0,0.6269733874605322,0.3730266125394678,0.5951934942656696,0.6595284626782669,0.3404715373217331,0.4048065057343304,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.8641170055065267,0.8641170055065267,0.0,0.8641170055065267,0.1358829944934733,0.8405020236484846,0.8868598062693813,0.11314019373061868,0.1594979763515154,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.8739287325214253,0.8739287325214253,0.0,0.8739287325214253,0.12607126747857467,0.8467702974273863,0.899196749613616,0.10080325038638405,0.1532297025726137,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.6749654726915801,0.6749654726915801,0.0,0.6749654726915801,0.32503452730841986,0.6453063930287694,0.7037249775568534,0.29627502244314663,0.35469360697123065,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.6269733874605322,0.6269733874605322,0.0,0.6269733874605322,0.3730266125394678,0.5951934942656696,0.6595284626782669,0.3404715373217331,0.4048065057343304,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.8641170055065267,0.8641170055065267,0.0,0.8641170055065267,0.1358829944934733,0.8405020236484846,0.8868598062693813,0.11314019373061868,0.1594979763515154,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.8739287325214253,0.8739287325214253,0.0,0.8739287325214253,0.12607126747857467,0.8467702974273863,0.899196749613616,0.10080325038638405,0.1532297025726137,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.675207548081384,0.675207548081384,0.0,0.675207548081384,0.32479245191861605,0.6458683599288305,0.7037463400403101,0.2962536599596899,0.3541316400711695,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6287776274244474,0.6287776274244474,0.0,0.6287776274244474,0.3712223725755526,0.5973906424075258,0.66077467894867,0.33922532105132996,0.4026093575924742,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.863814627523788,0.863814627523788,0.0,0.863814627523788,0.13618537247621199,0.8401810456149559,0.8865508712860549,0.11344912871394508,0.15981895438504412,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.872575552548489,0.872575552548489,0.0,0.872575552548489,0.12742444745151105,0.8455706894991816,0.8976064777344461,0.10239352226555387,0.15442931050081843,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.675207548081384,0.675207548081384,0.0,0.675207548081384,0.32479245191861605,0.6458683599288305,0.7037463400403101,0.2962536599596899,0.3541316400711695,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6287776274244474,0.6287776274244474,0.0,0.6287776274244474,0.3712223725755526,0.5973906424075258,0.66077467894867,0.33922532105132996,0.4026093575924742,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.863814627523788,0.863814627523788,0.0,0.863814627523788,0.13618537247621199,0.8401810456149559,0.8865508712860549,0.11344912871394508,0.15981895438504412,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.872575552548489,0.872575552548489,0.0,0.872575552548489,0.12742444745151105,0.8455706894991816,0.8976064777344461,0.10239352226555387,0.15442931050081843,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.6748035326498806,0.6748035326498806,0.0,0.6748035326498806,0.3251964673501194,0.645252655443535,0.7035926605750492,0.2964073394249508,0.35474734455646495,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6269733874605322,0.6269733874605322,0.0,0.6269733874605322,0.3730266125394678,0.5952897557632075,0.6595271709887105,0.3404728290112895,0.40471024423679247,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8635704578657907,0.8635704578657907,0.0,0.8635704578657907,0.13642954213420933,0.8399430403873057,0.8862642507852097,0.11373574921479035,0.16005695961269428,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,historical_full,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.8732521425349572,0.8732521425349572,0.0,0.8732521425349572,0.1267478574650428,0.8461538461538461,0.8984352620113165,0.10156473798868348,0.15384615384615385,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.6748035326498806,0.6748035326498806,0.0,0.6748035326498806,0.3251964673501194,0.645252655443535,0.7035926605750492,0.2964073394249508,0.35474734455646495,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6269733874605322,0.6269733874605322,0.0,0.6269733874605322,0.3730266125394678,0.5952897557632075,0.6595271709887105,0.3404728290112895,0.40471024423679247,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8635704578657907,0.8635704578657907,0.0,0.8635704578657907,0.13642954213420933,0.8399430403873057,0.8862642507852097,0.11373574921479035,0.16005695961269428,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,minilm,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.8732521425349572,0.8732521425349572,0.0,0.8732521425349572,0.1267478574650428,0.8461538461538461,0.8984352620113165,0.10156473798868348,0.15384615384615385,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.7384157781684826,0.7384157781684826,0.0,0.7384157781684826,0.2615842218315174,0.7111462103375799,0.7652239889442561,0.23477601105574386,0.28885378966242015,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.6790708164185837,0.6790708164185837,0.0,0.6790708164185837,0.3209291835814163,0.6480059965188973,0.7100072066442236,0.28999279335577643,0.35199400348110266,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.9104509122940938,0.9104509122940938,0.0,0.9104509122940938,0.0895490877059062,0.8910870984090294,0.9291860577216783,0.07081394227832172,0.10891290159097056,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.9057284618854308,0.9057284618854308,0.0,0.9057284618854308,0.09427153811456923,0.8817042537587092,0.9274500530572874,0.07254994694271255,0.1182957462412908,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.7384157781684826,0.7384157781684826,0.0,0.7384157781684826,0.2615842218315174,0.7111462103375799,0.7652239889442561,0.23477601105574386,0.28885378966242015,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.6790708164185837,0.6790708164185837,0.0,0.6790708164185837,0.3209291835814163,0.6480059965188973,0.7100072066442236,0.28999279335577643,0.35199400348110266,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,query_macro,499,4434,0.9104509122940938,0.9104509122940938,0.0,0.9104509122940938,0.0895490877059062,0.8910870984090294,0.9291860577216783,0.07081394227832172,0.10891290159097056,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,pair_micro,499,4434,0.9057284618854308,0.9057284618854308,0.0,0.9057284618854308,0.09427153811456923,0.8817042537587092,0.9274500530572874,0.07254994694271255,0.1182957462412908,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7359620113975665,0.7359620113975665,0.0,0.7359620113975665,0.26403798860243355,0.7087175442999729,0.7624807552833426,0.23751924471665742,0.2912824557000271,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6763644564727108,0.6763644564727108,0.0,0.6763644564727108,0.3236355435272892,0.6447588688792203,0.7076769081314536,0.29232309186854644,0.3552411311207797,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.9101292278720575,0.9101292278720575,0.0,0.9101292278720575,0.08987077212794248,0.8906689196380873,0.9287924509558769,0.07120754904412308,0.10933108036191275,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.9046008119079838,0.9046008119079838,0.0,0.9046008119079838,0.0953991880920162,0.8803776882381242,0.9266592524934136,0.07334074750658637,0.11962231176187577,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7359620113975665,0.7359620113975665,0.0,0.7359620113975665,0.26403798860243355,0.7087175442999729,0.7624807552833426,0.23751924471665742,0.2912824557000271,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6763644564727108,0.6763644564727108,0.0,0.6763644564727108,0.3236355435272892,0.6447588688792203,0.7076769081314536,0.29232309186854644,0.3552411311207797,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.9101292278720575,0.9101292278720575,0.0,0.9101292278720575,0.08987077212794248,0.8906689196380873,0.9287924509558769,0.07120754904412308,0.10933108036191275,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.9046008119079838,0.9046008119079838,0.0,0.9046008119079838,0.0953991880920162,0.8803776882381242,0.9266592524934136,0.07334074750658637,0.11962231176187577,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7381891344047647,0.7381891344047647,0.0,0.7381891344047647,0.26181086559523525,0.7108710061726362,0.7650891395472045,0.23491086045279552,0.2891289938273638,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6786197564276049,0.6786197564276049,0.0,0.6786197564276049,0.32138024357239514,0.64747516412426,0.7097061967619203,0.29029380323807974,0.35252483587574,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.9108555677588694,0.9108555677588694,0.0,0.9108555677588694,0.08914443224113056,0.8915337223802821,0.9295582421524088,0.07044175784759121,0.10846627761971794,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,historical_full,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.9061795218764096,0.9061795218764096,0.0,0.9061795218764096,0.0938204781235904,0.8821009758976274,0.9279149115275739,0.07208508847242612,0.11789902410237263,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7381891344047647,0.7381891344047647,0.0,0.7381891344047647,0.26181086559523525,0.7108710061726362,0.7650891395472045,0.23491086045279552,0.2891289938273638,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6786197564276049,0.6786197564276049,0.0,0.6786197564276049,0.32138024357239514,0.64747516412426,0.7097061967619203,0.29029380323807974,0.35252483587574,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.9108555677588694,0.9108555677588694,0.0,0.9108555677588694,0.08914443224113056,0.8915337223802821,0.9295582421524088,0.07044175784759121,0.10846627761971794,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,bge_base,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.9061795218764096,0.9061795218764096,0.0,0.9061795218764096,0.0938204781235904,0.8821009758976274,0.9279149115275739,0.07208508847242612,0.11789902410237263,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7160752887563573,0.7160752887563573,0.0,0.7160752887563573,0.2839247112436427,0.687165595808512,0.7443670678099492,0.2556329321900508,0.312834404191488,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,20,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6650879566982408,0.6650879566982408,0.0,0.6650879566982408,0.33491204330175917,0.6341571785145902,0.6967256763170384,0.3032743236829616,0.3658428214854098,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,100,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8880435603779677,0.8880435603779677,0.0,0.8880435603779677,0.11195643962203228,0.8663971413108891,0.9088475105168647,0.09115248948313526,0.13360285868911093,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,100,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.8930987821380244,0.8930987821380244,0.0,0.8930987821380244,0.1069012178619756,0.8678227405446656,0.9160224580260252,0.08397754197397478,0.13217725945533443,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7160752887563573,0.7160752887563573,0.0,0.7160752887563573,0.2839247112436427,0.687165595808512,0.7443670678099492,0.2556329321900508,0.312834404191488,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6650879566982408,0.6650879566982408,0.0,0.6650879566982408,0.33491204330175917,0.6341571785145902,0.6967256763170384,0.3032743236829616,0.3658428214854098,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8880435603779677,0.8880435603779677,0.0,0.8880435603779677,0.11195643962203228,0.8663971413108891,0.9088475105168647,0.09115248948313526,0.13360285868911093,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.8930987821380244,0.8930987821380244,0.0,0.8930987821380244,0.1069012178619756,0.8678227405446656,0.9160224580260252,0.08397754197397478,0.13217725945533443,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7164475014853268,0.7164475014853268,0.0,0.7164475014853268,0.28355249851467323,0.6882218346691764,0.7439176842822404,0.25608231571775963,0.3117781653308236,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6655390166892197,0.6655390166892197,0.0,0.6655390166892197,0.33446098331078034,0.6348593672562555,0.6966125884748574,0.3033874115251426,0.36514063274374453,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8870941261125812,0.8870941261125812,0.0,0.8870941261125812,0.1129058738874188,0.8648602792644962,0.9082524150123663,0.09174758498763369,0.13513972073550384,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.892873252142535,0.892873252142535,0.0,0.892873252142535,0.10712674785746501,0.8670028708815986,0.9163693329544986,0.08363066704550137,0.13299712911840145,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7164475014853268,0.7164475014853268,0.0,0.7164475014853268,0.28355249851467323,0.6882218346691764,0.7439176842822404,0.25608231571775963,0.3117781653308236,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6655390166892197,0.6655390166892197,0.0,0.6655390166892197,0.33446098331078034,0.6348593672562555,0.6966125884748574,0.3033874115251426,0.36514063274374453,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.8870941261125812,0.8870941261125812,0.0,0.8870941261125812,0.1129058738874188,0.8648602792644962,0.9082524150123663,0.09174758498763369,0.13513972073550384,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.892873252142535,0.892873252142535,0.0,0.892873252142535,0.10712674785746501,0.8670028708815986,0.9163693329544986,0.08363066704550137,0.13299712911840145,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,query_macro,499,4434,0.7168147630429257,0.7168147630429257,0.0,0.7168147630429257,0.2831852369570743,0.6878983008587157,0.7450151049925089,0.2549848950074911,0.3121016991412843,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
esci,gte_modernbert,native,historical_full,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,pair_micro,499,4434,0.6659900766801985,0.6659900766801985,0.0,0.6659900766801985,0.3340099233198015,0.6350574574019111,0.6974997133917433,0.3025002866082567,0.3649425425980889,0.0,0.0,all incoming schedules map to identical text; one fixed materialized index per rule
