dataset,model,encoder_profile,population,K,reference,alternative,control_family,rank_origin,intervention,catalog_size,eligible_queries,highest_relevance_pairs,queries_with_any_change,queries_with_exact_zero_net_and_changes,within_query_cancellation_fraction,within_query_cancellation_conditional,cancellation_all_denominator,cancellation_conditional_denominator,queries_positive_net,queries_negative_net,positive_query_net_mass,negative_query_net_mass,across_query_cancellation_mass,within_query_balanced_exchange_mass,bootstrap_seed,bootstrap_draws,ci_type,any_membership_change_fraction_ci_low,any_membership_change_fraction_ci_high,exact_zero_net_with_changes_fraction_ci_low,exact_zero_net_with_changes_fraction_ci_high,cancellation_conditional_ci_low,cancellation_conditional_ci_high,conditional_bootstrap_valid_draws,aggregation,reference_recall,reference_recall_ci_low,reference_recall_ci_high,alternative_recall,alternative_recall_ci_low,alternative_recall_ci_high,gain_fraction,gain_fraction_ci_low,gain_fraction_ci_high,loss_fraction,loss_fraction_ci_low,loss_fraction_ci_high,net_delta,net_delta_ci_low,net_delta_ci_high,membership_change_fraction,membership_change_fraction_ci_low,membership_change_fraction_ci_high,retained_total,newly_included_total,newly_omitted_total,absent_in_both_total,raw_mean_schedule_recall,delta_vs_mean_schedules,delta_vs_mean_schedules_ci_low,delta_vs_mean_schedules_ci_high
esci,minilm,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,62,7,0.0140280561122244,0.1129032258064516,499,62,20,35,0.0045381740620043,0.009255307113696,0.0090763481240086,0.0015045325416066,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.096192384769539,0.1543086172344689,0.0040080160320641,0.0260521042084168,0.0410958904109589,0.1967213114754098,10000,query_macro,0.6795206657015723,0.6496839745611632,0.7085766975350755,0.6748035326498806,0.645252655443535,0.7035926605750491,0.0052904403328076,0.0028615067859589,0.0084149217515951,0.0100075733844993,0.0061970485291207,0.01468033297926,-0.0047171330516917,-0.0099729548236779,0.0003163855490212,0.015298013717307,0.0106312614771705,0.0207852968877651,2752,28,47,1607,0.6757624643186992,-0.0009589316688186,-0.0051164666241721,0.0032539383091402
esci,minilm,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,14,1,0.002004008016032,0.0714285714285714,499,14,9,4,0.0032790856438151,0.0010672860873261,0.0021345721746523,0.0006680026720106,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.0140280561122244,0.0440881763527054,0.0,0.0060120240480961,0.0,0.2352941176470588,10000,query_macro,0.8613586583093018,0.8371598645791339,0.8845142225667798,0.8635704578657907,0.8399430403873056,0.8862642507852094,0.0036130869798204,0.000883818919891,0.0082461993584238,0.0014012874233315,0.000250501002004,0.0028727530819214,0.0022117995564889,-0.0009239716529295,0.0070276462849108,0.0050143744031519,0.0017336337677019,0.0099629541300382,3861,11,6,556,0.8619282922438799,0.0016421656219108,-0.0004607891363098,0.0040379647096205
esci,minilm,native,primary_existing_evaluation,20,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,499,4434,216,31,0.0621242484969939,0.1435185185185185,499,216,93,92,0.0282511814709943,0.0316695171767077,0.0565023629419887,0.0280140165177882,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.3907815631262525,0.4769539078156312,0.0420841683366733,0.0841683366733467,0.0985915492957746,0.1931330472103004,10000,query_macro,0.6795206657015723,0.6496839745611632,0.7085766975350755,0.6761023299958588,0.6466385875355366,0.7046046311655214,0.0422581897298884,0.0348488009911634,0.050209709450611,0.0456765254356018,0.0367980742174888,0.0556913844990458,-0.0034183357057133,-0.0155324213867213,0.0083398558277198,0.0879347151654903,0.0759768547893894,0.1008930101875826,2563,240,236,1395,0.6757624643186992,0.0003398656771596,-0.0106673663157354,0.010995685340901
esci,minilm,native,primary_existing_evaluation,100,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,499,4434,93,4,0.0080160320641282,0.043010752688172,499,93,54,35,0.0211315927284629,0.0137113024762465,0.0274226049524931,0.0040721265671165,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.1523046092184369,0.220440881763527,0.002004008016032,0.0160320641282565,0.0097087378640776,0.0879120879120879,10000,query_macro,0.8613586583093018,0.8371598645791339,0.8845142225667798,0.868778948561518,0.8453767682930566,0.8906684010354582,0.0231676560120212,0.0152876123958177,0.0326215076071037,0.0157473657598048,0.0101667806834031,0.0225166455257529,0.0074202902522163,-0.0029339263847808,0.0183608851413471,0.038915021771826,0.0289426262402948,0.0504458892050173,3804,82,63,485,0.8619282922438799,0.0068506563176382,-0.0028099353530075,0.0169396009352278
esci,bge_base,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,499,4434,60,12,0.0240480961923847,0.2,499,60,22,26,0.004184654712663,0.0068154401821736,0.0083693094253261,0.0023567821236091,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.0921843687374749,0.1503006012024048,0.0120240480961923,0.0380761523046092,0.1034355983772819,0.3035714285714285,10000,query_macro,0.7410465636379933,0.7137030693309269,0.7678280888509339,0.7384157781684826,0.7111462103375797,0.7652239889442561,0.0053630457744676,0.0034370998310286,0.007545180610002,0.0079938312439782,0.0050241514539361,0.0114374399584601,-0.0026307854695105,-0.0065388770309908,0.0009492988220111,0.0133568770184459,0.0097133658905065,0.017448847022753,2976,35,41,1382,0.7383030555532459,0.0001127226152368,-0.0029854932438688,0.0032645336370647
esci,bge_base,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,499,4434,16,2,0.0040080160320641,0.125,499,16,10,4,0.0013312357097753,0.0006562269838822,0.0013124539677645,0.000876753507014,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.0180360721442885,0.0501002004008016,0.0,0.0100200400801603,0.0,0.3125,10000,query_macro,0.9097759035682006,0.8904054796001772,0.9285233339993342,0.9104509122940938,0.8910870984090294,0.9291860577216784,0.0017696124632824,0.0008052256268389,0.0029147206497287,0.0010946037373893,0.0003420302142747,0.0020340092578319,0.0006750087258931,-0.0003869205416049,0.0017676617133411,0.0028642162006717,0.0014026769406278,0.0046458032651615,4003,13,7,411,0.9104134242191954,3.748807489829978e-05,-0.0010131365781952,0.0011412536873046
esci,bge_base,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,66,11,0.0220440881763527,0.1666666666666666,499,66,21,34,0.0034628491436069,0.0085474013840337,0.0069256982872138,0.003898046442415,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.1042084168336673,0.1623246492985972,0.0100200400801603,0.0360721442885771,0.0793650793650793,0.2615476190476189,10000,query_macro,0.7410465636379933,0.7137030693309269,0.7678280888509339,0.7359620113975665,0.708717544299973,0.7624807552833427,0.0054118723648144,0.0033607926043219,0.007763165949207,0.0104964246052412,0.0067685096852433,0.0148587225930005,-0.0050845522404267,-0.0095420545487642,-0.0011742731355251,0.0159082969700557,0.0111955722549444,0.0212743035692508,2960,39,57,1378,0.7383030555532459,-0.0023410441556793,-0.0058619555041874,0.0009074525095681
esci,bge_base,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,19,1,0.002004008016032,0.0526315789473684,499,19,10,8,0.0016852973667919,0.0013319730629349,0.0026639461258699,0.000250501002004,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.0220440881763527,0.0561122244488977,0.0,0.0060120240480961,0.0,0.1764705882352941,10000,query_macro,0.9097759035682006,0.8904054796001772,0.9285233339993342,0.9101292278720576,0.8906689196380871,0.9287924509558768,0.0018105478677939,0.0007531981255744,0.0030335608359254,0.0014572235639369,0.0004708408218553,0.0027194224886484,0.0003533243038569,-0.0012645462749288,0.0018978286564775,0.0032677714317309,0.0017769972245864,0.0050546956566561,4000,11,10,413,0.9104134242191954,-0.0002841963471378,-0.0013035211206713,0.0007692609137385
esci,bge_base,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,61,13,0.0260521042084168,0.2131147540983606,499,61,21,27,0.0041011543786617,0.0069585836118902,0.0082023087573234,0.0024712968673824,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.094188376753507,0.1523046092184369,0.0140280561122244,0.0400801603206412,0.1126760563380281,0.3194444444444444,10000,query_macro,0.7410465636379933,0.7137030693309269,0.7678280888509339,0.7381891344047647,0.7108710061726361,0.7650891395472046,0.0053368028123529,0.0034029216363413,0.0075113719886544,0.0081942320455814,0.0052455261683522,0.0116562475947797,-0.0028574292332284,-0.0067569569312209,0.000761241075339,0.0135310348579343,0.0098746396189087,0.0176509186705022,2974,35,43,1382,0.7383030555532459,-0.000113921148481,-0.00318208391304,0.0030101696027077
esci,bge_base,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,18,2,0.0040080160320641,0.1111111111111111,499,18,12,4,0.0017358911745511,0.0006562269838822,0.0013124539677645,0.000876753507014,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.0200400801603206,0.0541082164328657,0.0,0.0100200400801603,0.0,0.2857142857142857,10000,query_macro,0.9097759035682006,0.8904054796001772,0.9285233339993342,0.9108555677588694,0.8915337223802821,0.929558242152409,0.0021742679280581,0.0010690798457228,0.0034667817270658,0.0010946037373893,0.0003420302142747,0.0020340092578319,0.0010796641906688,-0.000121806727273,0.0023149811358565,0.0032688716654474,0.0017143667538206,0.0051171637386458,4003,15,7,409,0.9104134242191954,0.000442143539674,-0.0005490231639696,0.0015156636184561
esci,bge_base,native,primary_existing_evaluation,20,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,499,4434,160,27,0.0541082164328657,0.16875,499,160,80,53,0.0271864184112616,0.0168055256132726,0.0336110512265453,0.0152099583088843,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.280561122244489,0.3627254509018036,0.0360721442885771,0.0741482965931863,0.1132075471698113,0.2302641547049441,10000,query_macro,0.7410465636379933,0.7137030693309269,0.7678280888509339,0.7514274564359821,0.7247272732839352,0.7774731148990118,0.0347913975657037,0.0264510264164961,0.0446993349238686,0.0244105047677148,0.0182150571415178,0.03187019976422,0.0103808927979889,-0.0006607343786443,0.0219094171427033,0.0592019023334186,0.0484942199004092,0.0711299853439971,2886,168,131,1249,0.7383030555532459,0.0131244008827363,0.0029908863968715,0.0238461251984827
esci,bge_base,native,primary_existing_evaluation,100,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,499,4434,62,5,0.0100200400801603,0.0806451612903225,499,62,32,25,0.0103704779117827,0.0066950657543608,0.0133901315087216,0.0031672013134938,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.096192384769539,0.1543086172344689,0.002004008016032,0.0200400801603206,0.0172413793103448,0.1578947368421052,10000,query_macro,0.9097759035682006,0.8904054796001772,0.9285233339993342,0.9134513157256224,0.8946612709144894,0.9314088634189768,0.0119540785685297,0.0070999063788168,0.0180408589050808,0.0082786664111077,0.0052502243890535,0.0117651920094304,0.0036754121574219,-0.002163633621814,0.0104082024094773,0.0202327449796374,0.0143002236754873,0.027248126665597,3971,50,39,374,0.9104134242191954,0.0030378915064271,-0.0026376897877471,0.0096968353555229
esci,gte_modernbert,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,101,15,0.0300601202404809,0.1485148514851485,499,101,36,50,0.0079549706627391,0.0163759549915077,0.0159099413254782,0.0064239604809481,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.1683366733466934,0.2384769539078156,0.0160320641282565,0.0460921843687374,0.0824742268041237,0.2222222222222222,10000,query_macro,0.7244962730851259,0.6958531413021466,0.7520215744893283,0.7160752887563573,0.687165595808512,0.744367067809949,0.0111669509032132,0.0072449984228919,0.0164462930332272,0.0195879352319818,0.0130962564075984,0.0272570139687011,-0.0084209843287685,-0.0170274705054257,-0.0003104901871023,0.030754886135195,0.0226675551949744,0.0398834465287613,2879,70,84,1401,0.7181403988545487,-0.0020651100981915,-0.0079036971869622,0.0037724343699521
esci,gte_modernbert,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,29,1,0.002004008016032,0.0344827586206896,499,29,7,21,0.0013717912014505,0.0045785605358918,0.002743582402901,0.00045545636728,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.0380761523046092,0.0801603206412825,0.0,0.0060120240480961,0.0,0.12,10000,query_macro,0.8912503297124089,0.8697565028972664,0.9117524034439882,0.8880435603779677,0.866397141310889,0.9088475105168644,0.0015995193850905,0.0005894364486548,0.0028509941961845,0.0048062887195318,0.002460349391074,0.0076564146049524,-0.0032067693344412,-0.0062499351797555,-0.0006277206366685,0.0064058081046223,0.0037534590177054,0.0095984751114882,3951,9,24,450,0.8877371809824228,0.0003063793955448,-0.0033871857891858,0.0044412291708358
esci,gte_modernbert,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,91,18,0.0360721442885771,0.1978021978021978,499,91,30,43,0.0069084090995561,0.014957180699355,0.0138168181991122,0.0074203693627017,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.1503006012024048,0.2164328657314629,0.0200400801603206,0.0541082164328657,0.1182795698924731,0.2818240093240092,10000,query_macro,0.7244962730851259,0.6958531413021466,0.7520215744893283,0.7164475014853268,0.6882218346691763,0.7439176842822405,0.0106185937809069,0.0070252609306354,0.014802406617142,0.0186673653807059,0.012448971933201,0.0260430151507451,-0.0080487715997989,-0.0160182044261071,-0.000623615716491,0.0292859591616129,0.0217929329423923,0.0376887211947009,2880,71,83,1400,0.7181403988545487,-0.0016928973692219,-0.007449538868152,0.0037020071831108
esci,gte_modernbert,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,34,0,0.0,0.0,499,34,11,23,0.0038428169340451,0.0079990205338728,0.0076856338680903,0.0005566688933422,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.0480961923847695,0.0921843687374749,0.0,0.0,0.0,0.0,10000,query_macro,0.8912503297124089,0.8697565028972664,0.9117524034439882,0.8870941261125812,0.8648602792644962,0.908252415012366,0.0041211513807162,0.001222336453832,0.0089685985895624,0.0082773549805439,0.0033640487206586,0.0151969521356937,-0.0041562035998276,-0.0117864526683294,0.0027165615521589,0.0123985063612602,0.0061496856686148,0.0206105419445056,3945,14,30,445,0.8877371809824228,-0.0006430548698415,-0.0046884062708072,0.0033488054592069
esci,gte_modernbert,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,104,19,0.0380761523046092,0.1826923076923076,499,104,37,48,0.0082936433461012,0.0159751533883013,0.0165872866922024,0.0072286000631428,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.1743486973947896,0.2444889779559118,0.0220440881763527,0.0561122244488977,0.1111111111111111,0.2608695652173913,10000,query_macro,0.7244962730851259,0.6958531413021466,0.7520215744893283,0.7168147630429257,0.6878983008587158,0.745015104992509,0.0119079433776726,0.0079302059550311,0.017180908753861,0.0195894534198727,0.0131115777155431,0.0272456887393683,-0.0076815100422001,-0.0162189166992932,0.0003923935197788,0.0314973967975453,0.0234976218540572,0.0406328924564269,2878,75,85,1396,0.7181403988545487,-0.001325635811623,-0.0071134864974596,0.0044296042699959
esci,gte_modernbert,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,31,1,0.002004008016032,0.032258064516129,499,31,9,21,0.0016261460650238,0.0045785605358918,0.0032522921300476,0.00045545636728,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.0420841683366733,0.0841683366733467,0.0,0.0060120240480961,0.0,0.1111111111111111,10000,query_macro,0.8912503297124089,0.8697565028972664,0.9117524034439882,0.888297915241541,0.8666408523927948,0.9090152265147904,0.0018538742486638,0.0007843970769822,0.0031614334507621,0.0048062887195318,0.002460349391074,0.0076564146049524,-0.0029524144708679,-0.0060460606585942,-0.000354983492494,0.0066601629681956,0.0039473474076492,0.0098413650529299,3951,11,24,448,0.8877371809824228,0.0005607342591181,-0.0031349536632548,0.004664902196663
esci,gte_modernbert,native,primary_existing_evaluation,20,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,499,4434,183,26,0.0521042084168336,0.1420765027322404,499,183,82,75,0.0283925084205818,0.0246465175466844,0.0492930350933688,0.0161086429948903,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.3266533066132264,0.4108216432865731,0.034068136272545,0.0721442885771543,0.0939226519337016,0.193717277486911,10000,query_macro,0.7244962730851259,0.6958531413021466,0.7520215744893283,0.7282422639590233,0.7007669984122532,0.7552954111047204,0.0364468299180269,0.0283929950949955,0.0458442933367591,0.0327008390441296,0.0246526171490567,0.0416778308717406,0.0037459908738973,-0.0086212617727134,0.0161693661030145,0.0691476689621565,0.0577626655984473,0.0815750170646857,2805,196,158,1275,0.7181403988545487,0.0101018651044744,-0.0004846952530845,0.0209247202535711
esci,gte_modernbert,native,primary_existing_evaluation,100,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,10076,499,4434,74,4,0.0080160320641282,0.054054054054054,499,74,39,31,0.0152003276178399,0.0120688443804928,0.0241376887609857,0.0038218330999545,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.1182364729458917,0.1803607214428857,0.002004008016032,0.0160320641282565,0.0120481927710843,0.1111111111111111,10000,query_macro,0.8912503297124089,0.8697565028972664,0.9117524034439882,0.894381812949756,0.8728940470431742,0.9148812882857134,0.0171112441678172,0.0111673672172601,0.024077597272405,0.0139797609304701,0.0085059984318627,0.0206170076788286,0.0031314832373471,-0.0057517805956875,0.0120460877294323,0.0310910050982873,0.0226707034804221,0.040607620032885,3913,71,62,388,0.8877371809824228,0.0066446319673333,-0.0021576761198757,0.0152704469095637
